FREQ;GEO;UNIT;OBJECTIV\TIME_PERIOD,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 
A;EL;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,7.8 ,19.4 ,55.8 ,17.2 ,1.2 ,0 ,0 ,0 ,0 ,0 ,0 ,3.2 ,20.2 ,1.3 ,8.4 
A;ES;MEUR_KP_PRE;OBJ05,156.9 ,85.7 ,63.6 ,55.4 ,43.5 ,44.1 ,43.6 ,46.9 ,34.9 ,40.1 ,53.6 ,43.1 ,37 ,51.9 ,45.6 ,64.9 ,49.5 ,58.5 
A;EU28;MEUR_KP_PRE;OBJ05,2415.5 ,2033 ,1199.6 ,1919.1 ,2019.6 ,3145.3 ,3510.5 ,2784.2 ,3207.7 ,2631.1 ,2803.3 ,2747.8 ,2802.3 ,2898.3 ,2723.5 ,2552.8 ,2295.7 ,2519.7 
A;FI;MEUR_KP_PRE;OBJ05,32 ,28.6 ,27.3 ,31 ,34.4 ,41.1 ,42.1 ,49.2 ,51.1 ,42.8 ,44.6 ,68.4 ,77.2 ,81.1 ,70.4 ,52.2 ,43.1 ,54 
A;FR;MEUR_KP_PRE;OBJ05,48.5 ,42.3 ,24.8 ,64 ,299.3 ,1184.9 ,1426.8 ,637.1 ,138.8 ,20.7 ,13.2 ,5.7 ,7.1 ,7.7 ,11.2 ,6.5 ,3.7 ,3.8 
A;HR;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.6 ,3.9 ,3.9 ,4 
A;HU;MEUR_KP_PRE;OBJ05,13.3 ,26.3 ,30.7 ,57.2 ,38.3 ,30.6 ,76.5 ,115.4 ,609 ,202.8 ,178 ,168.4 ,167.3 ,130.5 ,36.5 ,113.1 ,117.8 ,130.1 
A;IE;MEUR_KP_PRE;OBJ05,24.7 ,61.7 ,50.2 ,67.9 ,47.6 ,51.2 ,34.4 ,28.8 ,29.2 ,13.4 ,14.8 ,12.8 ,16.2 ,9.2 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ05,313.1 ,244.3 ,72.5 ,428 ,437.9 ,448.5 ,269.2 ,228.6 ,328.6 ,232.2 ,162.3 ,78 ,100.8 ,161.4 ,283.8 ,282.3 ,167.1 ,354.3 
A;LT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,1.6 ,2.9 ,4 ,6 ,6 ,7 ,9.1 ,10.6 ,12.7 ,15.6 ,17.8 ,12.8 ,28.9 
A;LU;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.3 ,0.8 ,0.9 ,1.9 ,0.7 ,1.2 ,2.2 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.2 ,0 ,0 ,0 ,6.2 ,6.6 ,0 ,4.3 ,0.6 ,3.2 ,2.8 
A;NL;MEUR_KP_PRE;OBJ05,0 ,0.9 ,2.1 ,1.4 ,4.9 ,0.8 ,58.6 ,40.3 ,45.6 ,0 ,0 ,0 ,0 ,0 ,1.9 ,0.2 ,0.3 ,0.2 
A;PL;MEUR_KP_PRE;OBJ05,453.6 ,73.5 ,52.8 ,511.7 ,252 ,305.9 ,418.9 ,483.1 ,747.2 ,627.6 ,721.3 ,669.7 ,718.7 ,781.8 ,733 ,704 ,692.1 ,767.1 
A;PT;MEUR_KP_PRE;OBJ05,97.7 ,108.1 ,39.1 ,27.5 ,8.1 ,38.5 ,43.1 ,39.7 ,55.5 ,52 ,73.3 ,96.4 ,43.4 ,43.7 ,25.3 ,14.2 ,13.5 ,0.8 
A;RO;MEUR_KP_PRE;OBJ05,0 ,0 ,2.3 ,7.5 ,0.2 ,0.1 ,0.1 ,0.9 ,0.7 ,0.2 ,0 ,0.1 ,0.2 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ05,122.4 ,96.9 ,109.4 ,0 ,0 ,4.6 ,4.9 ,3 ,2.2 ,1.6 ,1.5 ,1.3 ,0.7 ,0.1 ,1.5 ,9 ,9.7 ,6.7 
A;SI;MEUR_KP_PRE;OBJ05,64.2 ,22 ,19.4 ,18.1 ,23 ,15.4 ,16.5 ,7.2 ,2 ,12.5 ,17.5 ,13.4 ,79.5 ,96.9 ,109.7 ,89.2 ,89.8 ,98.5 
A;SK;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0.1 ,1 ,1.4 ,4.1 ,0.7 ,0.1 ,0 ,0.1 ,0.2 ,1.1 ,1.4 ,0.5 ,0.5 ,0.6 
A;UK;MEUR_KP_PRE;OBJ05,544.7 ,578.9 ,61.7 ,4.2 ,5.9 ,17.3 ,21.3 ,17 ,2.4 ,10.6 ,17.3 ,7.9 ,4.9 ,25.9 ,69.4 ,20.5 ,10 ,12.8 
A;AT;MEUR_KP_PRE;OBJ06,0 ,0 ,47 ,38.2 ,4 ,36 ,37 ,5.7 ,16.6 ,25.8 ,30.6 ,28.6 ,28.2 ,26.7 ,26 ,5 ,12.7 ,10.6 
A;BE;MEUR_KP_PRE;OBJ06,43.2 ,21.1 ,39.9 ,15.7 ,60.3 ,52.3 ,26.6 ,31.7 ,48.6 ,59 ,42.3 ,49.4 ,38.8 ,45.8 ,32.5 ,33.8 ,48.9 ,48.2 
A;BG;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.6 ,0.1 ,0.1 ,0.9 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ06,5.6 ,5.2 ,5.6 ,5.6 ,6.1 ,7.8 ,8.1 ,8 ,7.8 ,7.7 ,10.7 ,17.5 ,19.3 ,13.5 ,8.4 ,6.8 ,0.4 ,0.3 
A;CZ;MEUR_KP_PRE;OBJ06,1.8 ,1.8 ,16.3 ,2.6 ,0.8 ,1.8 ,56 ,17.9 ,7 ,10.9 ,12.9 ,6.1 ,6.3 ,1.8 ,2.7 ,0.5 ,0.4 ,1.1 
A;DE;MEUR_KP_PRE;OBJ06,12.1 ,20.4 ,37.5 ,49.8 ,66.9 ,64.3 ,72.1 ,88.9 ,72.7 ,105.2 ,130.2 ,156.1 ,170.2 ,156.6 ,157.9 ,122 ,64.2 ,61.9 
A;DK;MEUR_KP_PRE;OBJ06,48.7 ,37.1 ,34.9 ,35.2 ,1.9 ,1.7 ,1.9 ,2.4 ,6.7 ,9 ,7.5 ,9.3 ,6.5 ,2.5 ,2.4 ,10.3 ,3.3 ,2.7 
A;EE;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.3 ,0.8 ,1 ,0.7 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0.9 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,1.1 ,0.3 ,0 ,0 ,0 ,0 ,0.2 ,0.2 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ06,287.7 ,274.2 ,265.5 ,136.3 ,35.6 ,51 ,78.9 ,51.7 ,61.4 ,114.3 ,57.6 ,46.6 ,5.7 ,5.9 ,3.9 ,6.6 ,6.3 ,6.7 
A;EU28;MEUR_KP_PRE;OBJ06,587 ,818 ,790.7 ,776.8 ,938.2 ,638.1 ,840.7 ,650.2 ,859.8 ,971.1 ,846.5 ,906.9 ,1080.7 ,824.5 ,641.2 ,762.5 ,479.9 ,525.1 
A;FI;MEUR_KP_PRE;OBJ06,0.1 ,0.2 ,0.1 ,0.2 ,0 ,0.2 ,0.5 ,10.6 ,10.3 ,15.5 ,26.4 ,28.7 ,7.4 ,7.7 ,6.5 ,3.8 ,2.7 ,3 
A;FR;MEUR_KP_PRE;OBJ06,47 ,40.3 ,32.1 ,33.4 ,39.4 ,31.1 ,30.9 ,76.4 ,29 ,97.5 ,79 ,94.3 ,58.2 ,83.6 ,82.6 ,89.5 ,41.7 ,27.7 
A;HR;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26.8 ,22.3 ,23.3 
A;HU;MEUR_KP_PRE;OBJ06,0 ,0.8 ,0.8 ,17.9 ,6.8 ,4.1 ,11.1 ,26.4 ,56.5 ,30 ,28.5 ,30.2 ,10.2 ,2.5 ,11.2 ,7 ,6.2 ,8.9 
A;IE;MEUR_KP_PRE;OBJ06,10.6 ,15.9 ,15 ,9.6 ,15.5 ,17.6 ,30.1 ,30.9 ,49.7 ,39.3 ,38.5 ,31.5 ,27.2 ,24.6 ,28.3 ,30.6 ,30.5 ,37.2 
A;IT;MEUR_KP_PRE;OBJ06,0 ,120.2 ,115 ,223.3 ,371 ,182 ,255.9 ,128.4 ,374.2 ,287.2 ,206.8 ,211.7 ,539.2 ,254.4 ,98.4 ,236.5 ,185.4 ,140.8 
A;LT;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.1 ,3 ,14.1 ,16.5 ,0.9 ,0 ,0 ,2.1 ,1.3 ,0.9 ,0.7 ,0.6 ,3.8 
A;LU;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0.2 ,2 ,1.1 ,0 ,0 ,0 ,0 ,0 ,8.1 ,5.9 ,1.9 ,3.1 
A;MT;MEUR_KP_PRE;OBJ06,0.7 ,1 ,0.7 ,0.5 ,0.9 ,1.6 ,2.8 ,1.4 ,0.5 ,0.9 ,1.9 ,3.3 ,3.1 ,1 ,0 ,1.3 ,0 ,0.5 
A;NL;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.6 ,0.1 ,0 ,1 ,0.5 ,0.8 ,2.4 ,0.4 ,4.4 ,3.1 ,2 ,4.1 ,83.1 
A;PL;MEUR_KP_PRE;OBJ06,0 ,121.8 ,88.5 ,21.6 ,6.6 ,22.1 ,54.5 ,60.2 ,21.1 ,94.6 ,53.9 ,103.8 ,72.6 ,75.2 ,19.3 ,0 ,0.1 ,0.2 
A;PT;MEUR_KP_PRE;OBJ06,105.2 ,119.1 ,33.3 ,42.3 ,98.1 ,35.5 ,18.7 ,14.1 ,10 ,8.7 ,6.8 ,6 ,11.2 ,2.8 ,2.8 ,0.7 ,1.3 ,1.2 
A;RO;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,0.2 ,0.8 ,0 ,0 ,0.5 ,0.6 ,0.1 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ06,13.9 ,12.4 ,3.1 ,2.8 ,0 ,0 ,0 ,0 ,0.3 ,3 ,19.7 ,21.9 ,25.7 ,19.1 ,11.6 ,1.3 ,4.3 ,2 
A;SI;MEUR_KP_PRE;OBJ06,2.1 ,3.3 ,3.1 ,2.8 ,3.7 ,1.5 ,1.9 ,3.4 ,0.7 ,0.3 ,0.6 ,0.1 ,4.3 ,2.8 ,2 ,0.8 ,0.1 ,0.7 
A;SK;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,3.8 ,4.5 ,8.6 ,3.9 ,2.3 ,8.7 ,17.3 ,2.1 ,3.9 ,1.6 ,0.5 ,5.2 ,5 ,3.3 
A;UK;MEUR_KP_PRE;OBJ06,8.4 ,23 ,52.5 ,139.3 ,216.7 ,122 ,140.9 ,70.2 ,63.1 ,51.6 ,73.5 ,56.8 ,39.7 ,90.7 ,132 ,164.3 ,37.4 ,54.9 
A;AT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FI;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;AT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FI;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;AT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,7.5 ,8.4 ,9 ,6.3 ,15.7 ,13.5 ,21.8 ,27.6 ,35.1 ,54.4 ,56.5 ,69.8 ,65.1 ,69.8 
A;BE;MEUR_KP_PRE;OBJ09,27.1 ,15.6 ,20.6 ,28.6 ,21.4 ,18.3 ,26.2 ,59.4 ,53.9 ,73.7 ,78.2 ,51.9 ,113.6 ,158.8 ,489.1 ,573.4 ,589.9 ,483.9 
A;BG;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.6 ,5.2 ,6.2 ,6.5 ,6.1 ,8.1 ,8.3 ,7.2 
A;CY;MEUR_KP_PRE;OBJ09,22.7 ,31.3 ,35.1 ,37.3 ,40.7 ,41 ,35.8 ,34.3 ,46 ,39.8 ,59.1 ,56.6 ,41.6 ,34 ,32.7 ,32.2 ,34.9 ,35 
A;CZ;MEUR_KP_PRE;OBJ09,0.6 ,0 ,0 ,0 ,0 ,0 ,0 ,0.7 ,0 ,0 ,7.1 ,19.4 ,24.2 ,25.1 ,51 ,54.7 ,75.1 ,121.8 
A;DE;MEUR_KP_PRE;OBJ09,41 ,61.2 ,95.8 ,95.6 ,193.7 ,222.2 ,183.3 ,194.1 ,209.8 ,195.6 ,214.6 ,225.6 ,229.4 ,212.1 ,270.4 ,842.8 ,698.3 ,481 
A;DK;MEUR_KP_PRE;OBJ09,26.6 ,32.7 ,34.4 ,32.4 ,31.5 ,31.7 ,33.2 ,30.6 ,49.9 ,34.9 ,37.4 ,39.1 ,37.7 ,47.6 ,42 ,60.2 ,65.2 ,71 
A;EE;MEUR_KP_PRE;OBJ09,1.7 ,1.5 ,2.1 ,2.4 ,2.3 ,2.4 ,2.5 ,2.9 ,5.4 ,4.6 ,4.5 ,4.9 ,4.9 ,5.2 ,6.2 ,6.3 ,9.8 ,42.3 
A;EL;MEUR_KP_PRE;OBJ09,7.1 ,3.3 ,6.9 ,4.7 ,5.7 ,2.3 ,5.1 ,1.8 ,2.2 ,2.2 ,1.9 ,1.4 ,1.7 ,3.1 ,3.6 ,1.8 ,0.6 ,0.6 
A;ES;MEUR_KP_PRE;OBJ09,63.4 ,62.9 ,74.7 ,63.1 ,35.5 ,64.5 ,71.9 ,80.4 ,112.9 ,120.6 ,105.2 ,98.1 ,84.7 ,73.4 ,84.3 ,169 ,158.3 ,203.8 
A;EU28;MEUR_KP_PRE;OBJ09,630.7 ,643.9 ,731.3 ,736 ,846.1 ,1237.2 ,1145.1 ,1370.9 ,1484.8 ,1537 ,1859.2 ,1944.8 ,2375.3 ,2686.3 ,3553.4 ,4737.3 ,5478.6 ,5686.2 
A;FI;MEUR_KP_PRE;OBJ09,0 ,0 ,12.2 ,12.6 ,14.7 ,15.1 ,17.4 ,17.7 ,19.9 ,28.1 ,27.8 ,29.6 ,26.8 ,28.2 ,24.5 ,23.2 ,29.1 ,40 
A;FR;MEUR_KP_PRE;OBJ09,256.8 ,258.8 ,250.1 ,249.6 ,252 ,587.4 ,457.3 ,461.6 ,489.9 ,504.1 ,481.8 ,568.1 ,552.3 ,615.5 ,639.2 ,865.7 ,1134.1 ,1383.1 
A;HR;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.9 ,5.7 ,14.7 ,15.4 ,63.3 
A;HU;MEUR_KP_PRE;OBJ09,0 ,0.2 ,8.3 ,19 ,34 ,30.7 ,31.4 ,38.4 ,52.6 ,62.3 ,60 ,134.9 ,213 ,340.3 ,323.4 ,347.9 ,670.1 ,723.2 
A;IE;MEUR_KP_PRE;OBJ09,25 ,24.9 ,25.4 ,23 ,20.9 ,35.3 ,85.2 ,79.3 ,46.6 ,82.4 ,123.5 ,91.8 ,119.7 ,170.2 ,265.4 ,70.8 ,28.3 ,27 
A;IT;MEUR_KP_PRE;OBJ09,4.1 ,4.1 ,1.4 ,9.8 ,20 ,15 ,9.3 ,4.2 ,3.1 ,20 ,44.7 ,103.8 ,127 ,123.2 ,151 ,366.4 ,296.4 ,243.3 
A;LT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.3 ,1.4 ,2.4 ,2.4 ,19.3 ,177.6 ,198 
A;LU;MEUR_KP_PRE;OBJ09,3.9 ,4.3 ,4.7 ,6 ,6.1 ,6.6 ,7.1 ,7.4 ,7.7 ,7.8 ,7.7 ,7.4 ,6.7 ,7.1 ,7.2 ,7.4 ,7.4 ,7.2 
A;LV;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.7 ,2.1 ,1 ,1.2 ,266.9 ,283.4 ,350.6 ,266.8 ,245.9 ,86.6 
